requirement_id,phase,issue,origin,state_owner,producer,player_capability,autonomous_trigger,consumers,ui_surfaces,tests,migration,status,notes
CON-01,1,ISSUE-171,"Plan §1.1 — mechanical scheduled events must be typed, owned, exactly-once, and resolve into an authoritative mutation instead of an opaque future-hook string",src/sim/contracts/scheduledEvents/types.ts ScheduledEventsModuleState (queue/resolvedToday/archive/spentKeys/totals) at state.modules.scheduledEvents,src/sim/contracts/scheduledEvents/state.ts scheduleEvent; src/sim/modules/responses/ctxApplier.ts routeFutureHook (the future-hook bridge),acknowledgeScheduledEvent + the warning window surfaced by the SCHEDULED report section; a player-facing action to settle or defer belongs to the domain phase that creates the obligation,src/sim/contracts/scheduledEvents/scheduledEventsModule.ts startDay (morning beat) and resolveScheduledEvents (wrap-up beat),src/sim/contracts/scheduledEvents/resolve.ts; src/sim/contracts/obligations/obligationEvents.ts,report section `scheduled_events` (SCHEDULED); no card or web surface this phase — Phase 12 owns new management surfaces,tests/sim/phase208.sharedContracts.test.ts; tests/sim/phase208.exactOnce.test.ts; tests/sim/phase208.metersAndHooks.test.ts,done,done,"Phase 1 ships the machinery and ONE registered pair of mechanical types (obligation_due / obligation_grace_expiry). Every existing future hook is reclassified honestly as a narrative_expectation — tracked, acknowledged, expiring and countable, but making no mechanical promise. Phases 2-11 move each HOOK- family from narrative to mechanical as its owning domain gains the power to deliver. Bounded by MAX_QUEUED_EVENTS/MAX_ARCHIVED_OUTCOMES/MAX_EXACT_ONCE_KEYS + EXACT_ONCE_RETENTION_DAYS. Both bridge branches are covered: an owned hook name with a fromFutureHook adapter becomes a mechanical event that really mutates state and is NOT also left on the responses pending queue, while an unowned name becomes an explained narrative no-op. The bridge never guesses a payload — only the owning domain supplies the adapter. Phase 2 extended the bridge additively with `futureHookPrefixes` (src/sim/contracts/scheduledEvents/registry.ts findScheduledEventDefinitionForHookName): Phase 1 matched a hook name against the event-type key exactly, which cannot claim the parameterised families that are the majority of the HOOK-* rows. Longest prefix wins, exact match is still tried first, the owning domain still supplies the adapter and can still decline, and the queued record carries the registered TYPE with the subject in the payload."
CON-02,1,ISSUE-171,"Plan §1.2 — six unrelated domains need one shared obligation/contract lifecycle (principal, charges, due dates, grace, partial payment, default, settlement, forgiveness, collections)",src/sim/contracts/obligations/state.ts ObligationsModuleState at state.modules.obligations; shapes in src/sim/contracts/obligations/types.ts,"src/sim/contracts/obligations/lifecycle.ts (pure transitions) + upsertObligation; domains call these, the ledger owns only the timekeeping","none this phase — the owner action to pay an obligation belongs to the phase that creates real obligations (Phase 6 invoices, Phase 7 loans/rent), since an action with nothing to act on is not discoverable","src/sim/contracts/obligations/obligationEvents.ts — obligation_due and obligation_grace_expiry, driven by the scheduled-event queue",src/sim/contracts/obligations/obligationsModule.ts report + validate,report section `obligations` (OBLIGATIONS),tests/sim/phase208.sharedContracts.test.ts; tests/sim/phase208.exactOnce.test.ts,done,done,"NOT a god-module: each record names its ownerModuleId, and that domain decides when to open, pay or forgive. The ledger owns only the uniform due→grace→default→collections progression, which belongs to no single domain. Order/employment/regulatory/tenancy/construction shapes are declared and share the lifecycle; their records live in their own domain slices from Phases 2/3/6/7. Exercised end to end through src/sim/testing/expansions/obligationProbe.ts, a real producer on the sanctioned API (the candleShortage precedent), not fixture injection."
CON-03,1,ISSUE-171,"Plan §1.3 — difficulty must be persisted and queryable, and easy must produce genuinely slower ongoing decay under equal seeded inputs (this is the foundation half of OBL-05)",src/sim/contracts/ruleset/types.ts RulesetModuleState at state.modules.ruleset (rulesetId/rulesetVersion/decayCarry),src/sim/state/difficulty.ts applyDifficultyToBase stamps the selection; src/sim/contracts/ruleset/query.ts scaleOngoingIntegerDecay banks the remainders,the existing new-game difficulty picker (web/src/lib/screens/StartScreen.svelte); Phase 12 owns any in-run difficulty surface,"read every day by src/sim/modules/areas/areasModule.ts, src/sim/modules/stock/spoilage.ts, src/sim/modules/staff/staffModule.ts and src/sim/modules/pressures/pressureModule.ts",src/sim/contracts/ruleset/rulesetModule.ts report + validate,"report section `ruleset` (RULESET), silent on the reference ruleset",tests/sim/phase208.sharedContracts.test.ts; tests/sim/phase208.metersAndHooks.test.ts,done,done,"standard is EXACTLY neutral on every knob, so the reference route is bit-identical — all 13 frozen baseline probes are unchanged. Four ongoing rules consume it this phase (area deterioration, spoilage, staff recovery, pressure-adjustment decay); rumour/memory decay, issue fairness and recovery assistance are declared and consumed by Phases 8/11/5. Fractional multipliers on integer meters are made exact by banking the remainder in decayCarry rather than rounding it away. OBL-05 stays open: Phase 12 owns the ongoing-difficulty player surface and Phase 13 the long-run balance proof."
CON-04,1,ISSUE-171,"Plan §1.4 — material mutations need grouped causes, lifecycle causes, event-to-cause links, a collection-element target convention and a targeted diff-to-cause audit",state.causes (unchanged shape); the convention lives in src/sim/contracts/causality/groupedTargets.ts,src/sim/contracts/causality/groupedCause.ts addGroupedCause / addLifecycleCause / eventLinkTag,"the existing cause drilldown, which now resolves grouped and teleology-slice causes it previously reported as unexplained",none — helpers are called by whichever domain makes the change,src/sim/modules/causes/causeTargets.ts targetMatches (so the audit and the UI drilldown resolve grouped causes identically); src/sim/contracts/causality/audit.ts,existing CAUSE REPORT; no new surface,tests/sim/phase208.sharedContracts.test.ts,n/a,in-progress,"Fixed one real gap found by the new audit: canonicalCauseTarget had no mapping for arcs.*/ventures.*/transformations.*, so every arc spawn and permanent transformation read as an UNEXPLAINED significant change despite having a perfectly good cause in state.causes — the attribution was there, the join was missing. Left open: the audit currently passes on the standard route, and Phase 11 (DEP-19) owns driving the remaining non-audited classes to zero. Known hazard recorded here rather than fixed: diffModules iterates object key order, so diff ORDER can vary between a batch run and a reloaded segmented run; sorting it is a separate change with wide snapshot churn."
CON-05,1,ISSUE-171,"Plan §1.5 — visible [0,100] meters must stop discarding information at their clamps (floor debt, ceiling excess, velocity, hysteresis, duration pinned)",src/sim/contracts/meters/types.ts MetersModuleState at state.modules.meters (details + latches),src/sim/contracts/meters/detail.ts recordMeterMovement; src/sim/contracts/meters/hysteresis.ts evaluateHysteresis,none directly — the report explains why a floored meter is not recovering; the actions that pay debt down are the existing clean/repair actions once Phase 2 routes them through applyDebtToRecovery,src/sim/modules/areas/areasModule.ts passive decay and src/sim/modules/pressures/pressureModule.ts buildSnapshot record on the authoritative pass,src/sim/contracts/meters/metersModule.ts report; applyDebtToRecovery is the sanctioned way for a domain to spend an improvement against banked debt,report section `meters` (HIDDEN METER STATE),tests/sim/phase208.metersAndHooks.test.ts,done,done,"A room floored for a fortnight is no longer indistinguishable from one floored since Tuesday. Bounded by MAX_METER_DETAILS with pruning of uninteresting records, so a healthy tavern carries none. meters.details is excluded from the state diff as derived bookkeeping (src/sim/core/diff.ts DIFF_MODULE_DERIVED_KEYS) — every fact in it is already attributed by the underlying meter cause. The hysteresis latch is exercised end to end through the probe expansion. CLOSED by Phase 2: applyDebtToRecovery now has its production caller — an installed upgrade’s cleanliness/condition improvement is spent against banked debt first (src/sim/modules/areas/construction.ts applyUpgradeMeterEffects), so one fitting does not undo a fortnight of neglect. Phase 10 remains the hysteresis latch’s first consumer."
CON-06,1,ISSUE-171,"Plan §1.6 — factions, cultures, suppliers, rivals, NPCs, staff and regulars need one deterministic actor-action interface rather than seven nudged numbers","src/sim/contracts/actors/types.ts ActorState — deliberately NOT a slice of its own; each domain stores its actors in its own slice, because the actor IS the faction, not a parallel copy",src/sim/contracts/actors/decide.ts createActorState / declareActorIntent / performActorAction,"visible intent: a decided actor announces its next move before performing it, so the player gets a turn to respond",none this phase — Phase 8 (DEP-08/09) is the first domain to give an actor goals and actions,"src/sim/contracts/actors/decide.ts decideActorAction (pure: state in, decision out)",none this phase — Phase 8 owns the surface for autonomous moves,tests/sim/phase208.sharedContracts.test.ts; tests/sim/phase208.metersAndHooks.test.ts,n/a,done,"No generic AI: goals, eligible actions and scoring are supplied by the domain. Determinism is structural — scoring is pure, no RNG is drawn, and ties break on an explicit ladder (goal weight, then action id, then target key) because floating-point scores tie often and iteration order is not a save/reload invariant. An actor that does nothing must always return a reason. Decision is pure and tested directly; declareActorIntent and performActorAction (budget, cooldown, commitment, cleared intent, recorded outcome, learned belief) are exercised through the probe expansion inside a real engine day."
CON-07,1,ISSUE-171,"Plan §1.7 — narrow the engine extension surface so a new domain is harder to connect incorrectly, without a big-bang rewrite","none — src/sim/contracts/modules/contracts.ts MODULE_CONTRACTS is build-time declaration, not state",src/sim/contracts/modules/contracts.ts (declarations) and src/sim/contracts/modules/architecture.ts (checks),n/a — this is an internal contract,none — checks run at test time,tests/sim/phase208.sharedContracts.test.ts runArchitectureChecks,none,tests/sim/phase208.sharedContracts.test.ts,n/a,in-progress,"Checks module order against dependsOn (nothing verified that before — a module could depend on one listed after it), same-phase dependencies, one-owner-per-slice, foreign slice writes, and segment-boundary stability. Compatibility barrels are named in KNOWN_COMPATIBILITY_BARRELS so they cannot quietly become alternate implementations. Left in-progress deliberately: contracts are declared for 9 of 33 modules, and §1.7 says migrate one domain at a time. The test pins the undeclared count so it can only go down."
HOOK-*_boycott_possible,8,ISSUE-178,future hook '*_boycott_possible' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,src/sim/modules/factions/types.ts FactionModuleState.stances / .favours / .demands at state.modules.factions,src/sim/modules/issues/issueSeedGenerators.ts (declares) -> src/sim/modules/factions/factionEvents.ts faction_retaliation (owns and resolves),appeal_to_faction contests the boycott; grant_faction_demand removes the grievance first,"faction_retaliation, wrap_up; the prefix is claimed per represented group (<groupId>_boycott)",src/sim/modules/customers/forecast.ts — the boycott stance cuts the represented groups turnout,FACTION REPORT (In force / Waiting on an answer / Favours owed); src/reports/pendingConsequenceProjection.ts,tests/sim/phase215.factionAgency.test.ts; tests/sim/phase215.factionEvents.test.ts; tests/sim/phase215.factionPersistence.test.ts,required,done,"OBL-02 closed for this family, with one honest limit: a boycott is a faction move, so the adapter DECLINES for a group no faction speaks for (ogres, adventurers) rather than inventing an organiser. Those names stay narrative expectations and are covered by the decline test."
HOOK-*_resilient,10,ISSUE-180,future hook '*_resilient' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,none,src/sim/modules/issues/issueSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-*_watering_rumor_possible,8,ISSUE-178,future hook '*_watering_rumor_possible' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,none,src/sim/modules/issues/issueSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-apology_expectation_*,4,ISSUE-174,future hook 'apology_expectation_*' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,customerGroups[groupId].loyalty; the scheduled-event record,src/sim/modules/service/serviceEvents.ts apologyExpectationEvent (service.apology_expectation),anything that records making amends with the group before it comes due cancels it,"wrap_up beat, 4 days out, warned 3 days ahead",customers module; memories (apology_never_came); history; reports,SCHEDULED EVENTS report; DAILY SERVICE REPORT,tests/sim/phase211.serviceEvents.test.ts,done,done,"Handed to Phase 4 by Phase 3 because its subject is a CUSTOMER GROUP. Loyalty rather than satisfaction: an unanswered apology is about whether they come back, not about how tonight went."
HOOK-arc_exploit_backlash_*,9,ISSUE-179,future hook 'arc_exploit_backlash_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-arc_faction_debt_*,9,ISSUE-179,future hook 'arc_faction_debt_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-arc_failure_*,9,ISSUE-179,future hook 'arc_failure_*' promised as declared in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-arc_supplier_favour_owed_*,9,ISSUE-179,future hook 'arc_supplier_favour_owed_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-area_collapse_risk_*,2,ISSUE-172,future hook 'area_collapse_risk_*' promised as declared in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/state/TavernState.ts AreaState / AreaUpgradeState via the scheduledEvents queue,src/sim/modules/areas/areaEvents.ts (registered mechanical type) + the response bridge in src/sim/modules/responses/ctxApplier.ts,the warning window surfaced by the SCHEDULED report section; the upgrade lifecycle and clean/repair actions are how a player earns it away,"the scheduled-event drain (morning inside startDay, wrap_up in resolveScheduledEvents)",src/sim/modules/areas/construction.ts (authoritative mutations),src/reports/pendingConsequenceProjection.ts (drainedToday),tests/sim/phase209.areaCapacityAndPropagation.test.ts,n/a,done,"MECHANICAL as of Phase 2. Owned by `areas`, beat wrap_up, warning window 3d. Claimed via the new `futureHookPrefixes` field on the scheduled-event definition, which Phase 2 added to the Phase 1 bridge so parameterised hook families are claimable at all; the adapter parses the areaId and the payload is schema-validated. Resolution degrades the room AND wrecks its weakest installed fitting, or no-ops with a reason when the room was brought back into repair."
HOOK-area_failure_possible,2,ISSUE-172,future hook 'area_failure_possible' promised as declared in src/sim/modules/issues/issueSeedGenerators.ts,none,src/sim/modules/issues/issueSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"STAYS NARRATIVE, with the reason recorded rather than fudged: this hook is declared at SEED level, and only PROFILE-level hooks reach `routeFutureHook` (src/sim/modules/responses/applyResponseProfile.ts), so there is no emission path for a domain to claim. Routing seed-level hooks belongs to the issue-seed refit in Phase 11."
HOOK-area_project_completion_*,2,ISSUE-172,future hook 'area_project_completion_*' promised as declared in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/state/TavernState.ts AreaState / AreaUpgradeState via the scheduledEvents queue,src/sim/modules/areas/areaEvents.ts (registered mechanical type) + the response bridge in src/sim/modules/responses/ctxApplier.ts,the warning window surfaced by the SCHEDULED report section; the upgrade lifecycle and clean/repair actions are how a player earns it away,"the scheduled-event drain (morning inside startDay, wrap_up in resolveScheduledEvents)",src/sim/modules/areas/construction.ts (authoritative mutations),src/reports/pendingConsequenceProjection.ts (drainedToday),tests/sim/phase209.areaCapacityAndPropagation.test.ts,n/a,done,"MECHANICAL as of Phase 2. Owned by `areas`, beat morning, warning window 2d, prefix-claimed. Honours the promise against work the player actually has on the books in that room: completes the live build, or resumes a paused one, or no-ops with a reason when nothing is open. Invents no purchase."
HOOK-area_rebrand_audience_shift_*,2,ISSUE-172,future hook 'area_rebrand_audience_shift_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-audience_dilution_*,10,ISSUE-180,future hook 'audience_dilution_*' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,none,src/sim/modules/issues/issueSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-audience_lock_*,10,ISSUE-180,future hook 'audience_lock_*' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,none,src/sim/modules/issues/issueSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-authority_test_*,3,ISSUE-173,future hook 'authority_test_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/contracts/scheduledEvents/ queue (typed mechanical record) + src/sim/modules/staff/workforceTypes.ts StaffWorkforceState for what it mutates,src/sim/modules/staff/staffEvents.ts 'authority_test' — registered mechanical event owned by the staff module,"src/sim/modules/ownerActions/workforceActions.ts — pay_staff_wages, adjust_staff_wage, promote_staff, grant_staff_leave, train_staff, set_staff_shift and negotiate_with_staff each change a contributor the resolver re-reads","the response future-hook bridge (futureHookPrefixes + fromFutureHook), plus src/sim/modules/staff/staffActors.ts and other staff resolvers scheduling it directly",src/sim/modules/staff/employment.ts separateStaff/giveNotice; src/sim/modules/staff/relationships.ts; src/sim/contracts/scheduledEvents/resolve.ts (mutation manifest required for a resolved outcome),STAFF REPORT 'AT RISK OF LEAVING' with contributors and remedies; SCHEDULED EVENTS report; src/reports/pendingConsequenceProjection.ts,tests/sim/phase210.retentionAndQuitting.test.ts; tests/sim/phase210.workforceBeatPersistence.test.ts,n/a,done,"CLOSED — mechanical. Composure (skill plus morale minus stress) decides it, so the player influences the outcome by looking after the person rather than by luck. Passed -> experience and loyalty; failed -> stress, morale, and owner trust."
HOOK-banned_group_returns_*,4,ISSUE-174,future hook 'banned_group_returns_*' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,customerGroups[groupId].patronage; the scheduled-event record,src/sim/modules/service/serviceEvents.ts bannedGroupReturnsEvent (service.banned_group_returns),ban_customer_group opens it; settling the group slate changes how they come back,"morning beat, 7 days out, warned 2 days ahead",customers module; memories (banned_group_returned); history; reports,SCHEDULED EVENTS report,tests/sim/phase211.serviceEvents.test.ts,done,done,"A crowd with an unpaid slate comes back smaller and angrier than one that owes nothing, so a ban is a decision with a horizon rather than a permanent deletion."
HOOK-blight_brand_lock_*,9,ISSUE-179,future hook 'blight_brand_lock_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-brawl_possible,4,ISSUE-174,future hook 'brawl_possible' promised as declared in src/sim/modules/issues/issueSeedGenerators.ts,areas.main_room.damage and .risk; the scheduled-event record,src/sim/modules/service/serviceEvents.ts brawlPossibleEvent (service.brawl_possible),"put somebody on security work (prevent_fights), thin the crowd, or calm the room before it comes due","wrap_up beat, 2 days out, warned 2 days ahead",areas (blocked capacity feeds tomorrow service); pressures (violence); memories (recent_brawl); history,SCHEDULED EVENTS report; DAILY SERVICE REPORT incidents,tests/sim/phase211.serviceEvents.test.ts,done,done,"Security cover >= 1 is a clean no-op branch: the counterplay is one staff priority. The damage feeds getAreaBlockedFraction, so an ignored brawl costs seats tomorrow."
HOOK-cellar_capacity_unlocked_*,2,ISSUE-172,future hook 'cellar_capacity_unlocked_*' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,none,src/sim/modules/issues/issueSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"STAYS NARRATIVE for now. Cellar storage is real capacity as of Phase 2, but honouring this hook means installing a fitting nobody paid for; the honest version needs the monthly-review domain, which Phase 5 owns. Recorded rather than fudged."
HOOK-cheap_supply_glut_*,6,ISSUE-176,future hook 'cheap_supply_glut_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-cleaning_routine_streak,7,ISSUE-177,future hook 'cleaning_routine_streak' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,src/sim/modules/regulatory — resolved by the cleaning_routine_review scheduled event,src/sim/modules/regulatory/regulatoryEvents.ts (cleaning_routine_review),none,"cleaning_routine_review on its scheduled day, through the shared scheduled-event queue",src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),tests/sim/phase214.loans.test.ts; tests/sim/phase214.tenancy.test.ts; tests/sim/phase214.inspection.test.ts; tests/sim/phase214.externalObligationPersistence.test.ts,required,done,"Judged on the rooms, not on the promise: a routine that held clears standing cleanliness complaints, one that slipped is an explained no-op."
HOOK-cleanliness_streak_*,2,ISSUE-172,future hook 'cleanliness_streak_*' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,none,src/sim/modules/issues/issueSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-corrupt_inspector_relationship,7,ISSUE-177,future hook 'corrupt_inspector_relationship' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,src/sim/modules/regulatory — resolved by the watch_relationship scheduled event,src/sim/modules/regulatory/regulatoryEvents.ts (watch_relationship),none,"watch_relationship on its scheduled day, through the shared scheduled-event queue",src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),tests/sim/phase214.loans.test.ts; tests/sim/phase214.tenancy.test.ts; tests/sim/phase214.inspection.test.ts; tests/sim/phase214.externalObligationPersistence.test.ts,required,done,"Establishes a real corrupt-inspector window on watch standing, and schedules its own exposure risk."
HOOK-counter_rumour_runaway_*,8,ISSUE-178,future hook 'counter_rumour_runaway_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/state/TavernState.ts SocialRumourState (strength/credibility/audiences/distortion/label/correctedOnDay); the scheduled-event record,src/sim/modules/rumours/rumourEvents.ts COUNTER_RUMOUR_RUNAWAY_EVENT (rumours.counter_runaway),deny_rumour / counter_rumour / name_the_source — answering the story before the event lands is what decides the direction,"wrap_up beat, warned 3 days ahead; scheduleRumourConsequence + reviewEscalations put unanswered talk on the calendar","world.socialRumours (strength, credibility, distortion, label); rumour_pressure; cultures/customerInfluence turnout",SCHEDULED EVENTS report; RUMOURS report section,tests/sim/phase215.rumourNetwork.test.ts,done,done,"OBL-02. Resolves against the live rumour rather than draining: escalation raises strength and credibility on a story nobody answered, the denial backfire reads the rumour's own accuracy (denying a TRUE story costs credit, denying a false one is rewarded), and the counter runaway distorts the counter-story past what the house ever said. Declines with an explained no_op when the rumour has already been settled or has died out."
HOOK-coverage_gap_*,3,ISSUE-173,future hook 'coverage_gap_*' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,src/sim/contracts/scheduledEvents/ queue (typed mechanical record) + src/sim/modules/staff/workforceTypes.ts StaffWorkforceState for what it mutates,src/sim/modules/staff/staffEvents.ts 'coverage_gap' — registered mechanical event owned by the staff module,"src/sim/modules/ownerActions/workforceActions.ts — pay_staff_wages, adjust_staff_wage, promote_staff, grant_staff_leave, train_staff, set_staff_shift and negotiate_with_staff each change a contributor the resolver re-reads","the response future-hook bridge (futureHookPrefixes + fromFutureHook), plus src/sim/modules/staff/staffActors.ts and other staff resolvers scheduling it directly",src/sim/modules/staff/employment.ts separateStaff/giveNotice; src/sim/modules/staff/relationships.ts; src/sim/contracts/scheduledEvents/resolve.ts (mutation manifest required for a resolved outcome),STAFF REPORT 'AT RISK OF LEAVING' with contributors and remedies; SCHEDULED EVENTS report; src/reports/pendingConsequenceProjection.ts,tests/sim/phase210.retentionAndQuitting.test.ts; tests/sim/phase210.workforceBeatPersistence.test.ts,n/a,done,"CLOSED — mechanical. Re-counts the role's demand against who ELSE is actually in, including cross-trained cover, with a demand floor of one. Excluding the subject is the point: the family comes from reduce_workload_profile, which marks nobody absent and changes no shift, so counting them made a one-person role read as covered by the very person whose load was removed and the consequence never landed (PR #248, second round). Covered by somebody else -> explained no-op; still short -> fatigue and stress on the colleagues carrying it."
